age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
41,technician,married,high.school,no,no,no,telephone,12,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30,services,married,high.school,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
29,services,married,high.school,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
57,management,married,university.degree,no,yes,no,cellular,17,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
22,services,single,basic.4y,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,admin.,single,university.degree,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.864,5191,0
45,management,married,university.degree,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
55,retired,married,high.school,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
48,blue-collar,married,basic.9y,no,no,no,telephone,5,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,married,university.degree,no,yes,no,telephone,5,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
48,blue-collar,married,professional.course,no,no,no,cellular,25,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
30,management,married,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
22,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,admin.,married,university.degree,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,blue-collar,married,unknown,unknown,unknown,unknown,cellular,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
47,services,married,high.school,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
40,admin.,married,university.degree,unknown,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,10,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
50,technician,married,high.school,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
31,blue-collar,single,high.school,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
38,blue-collar,married,basic.9y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
38,technician,married,professional.course,no,yes,no,telephone,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
25,services,single,basic.9y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
59,technician,married,professional.course,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
29,self-employed,married,basic.6y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,blue-collar,single,basic.9y,no,yes,yes,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
54,management,married,basic.6y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,retired,married,high.school,no,no,no,telephone,20,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,blue-collar,married,basic.9y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
31,technician,single,university.degree,no,no,no,telephone,1,success,-1.7,94.215,-40.3,0.899,4991.6,1
50,self-employed,divorced,university.degree,no,yes,no,cellular,1,failure,-0.1,93.2,-42,4.076,5195.8,0
45,technician,married,high.school,no,yes,no,cellular,2,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,0
34,blue-collar,married,basic.4y,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
48,services,married,professional.course,unknown,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
40,technician,single,university.degree,no,yes,yes,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
32,retired,married,high.school,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.855,5191,0
33,technician,married,professional.course,no,no,yes,cellular,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
39,blue-collar,married,basic.6y,no,no,no,cellular,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
36,technician,married,high.school,no,no,no,telephone,6,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
30,admin.,single,university.degree,unknown,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
56,admin.,married,high.school,no,no,no,cellular,1,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,0
51,housemaid,married,basic.4y,unknown,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27,blue-collar,single,basic.9y,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
36,blue-collar,married,high.school,no,yes,yes,telephone,6,nonexistent,1.1,93.994,-36.4,4.86,5191,0
54,management,married,university.degree,no,no,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
34,technician,single,university.degree,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
41,admin.,divorced,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1
52,admin.,married,university.degree,no,no,yes,cellular,2,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
49,unemployed,married,high.school,unknown,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,admin.,married,high.school,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,admin.,single,professional.course,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
53,technician,married,professional.course,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,1
58,management,divorced,university.degree,no,no,no,telephone,1,nonexistent,-0.1,93.2,-42,4.286,5195.8,1
32,technician,single,university.degree,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
42,admin.,married,university.degree,no,no,no,cellular,12,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26,blue-collar,single,professional.course,unknown,unknown,unknown,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,blue-collar,married,basic.9y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
37,blue-collar,single,basic.9y,unknown,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.859,5191,1
36,blue-collar,married,high.school,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
24,services,single,basic.9y,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,admin.,single,high.school,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24,services,single,high.school,no,no,yes,cellular,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
31,admin.,single,university.degree,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
26,blue-collar,married,basic.9y,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
73,retired,married,basic.4y,no,yes,no,cellular,2,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,0
38,blue-collar,single,high.school,no,yes,no,cellular,3,failure,-1.8,92.893,-46.2,1.313,5099.1,0
36,admin.,single,university.degree,no,no,no,cellular,2,failure,-0.1,93.2,-42,4.076,5195.8,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
37,unemployed,married,basic.6y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
52,management,divorced,university.degree,no,no,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
42,entrepreneur,married,professional.course,no,yes,no,cellular,7,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
36,self-employed,married,high.school,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,housemaid,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,admin.,married,high.school,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
56,retired,married,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,technician,married,professional.course,no,yes,yes,cellular,5,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,blue-collar,married,basic.6y,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26,self-employed,married,basic.4y,no,no,no,telephone,3,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
51,technician,married,high.school,unknown,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
49,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,services,single,high.school,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,blue-collar,married,basic.6y,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
26,blue-collar,married,basic.9y,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
28,student,single,university.degree,unknown,no,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
59,blue-collar,married,basic.4y,unknown,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
80,retired,divorced,unknown,no,yes,yes,cellular,2,success,-3.4,92.649,-30.1,0.714,5017.5,1
36,management,married,basic.4y,no,no,no,cellular,2,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0
41,technician,married,professional.course,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
46,admin.,married,high.school,no,yes,yes,cellular,3,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
50,management,married,university.degree,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
46,technician,divorced,professional.course,no,yes,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
29,management,single,university.degree,no,yes,no,cellular,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0
52,technician,divorced,university.degree,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,technician,divorced,unknown,no,yes,no,cellular,1,success,-3.4,92.431,-26.9,0.754,5017.5,0
42,housemaid,married,basic.4y,unknown,yes,no,telephone,8,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,single,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,technician,married,high.school,no,no,yes,cellular,3,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,blue-collar,single,basic.4y,unknown,no,no,telephone,10,nonexistent,1.1,93.994,-36.4,4.859,5191,0
41,services,married,basic.6y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,housemaid,married,basic.4y,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
41,services,married,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
42,services,married,high.school,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
42,technician,married,university.degree,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
28,technician,single,professional.course,no,yes,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,0
31,admin.,single,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
30,blue-collar,single,basic.9y,unknown,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
26,housemaid,single,unknown,no,yes,yes,cellular,3,failure,-1.8,92.893,-46.2,1.25,5099.1,0
30,technician,single,university.degree,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
46,blue-collar,single,high.school,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
52,management,married,basic.4y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
48,unemployed,single,basic.4y,no,yes,no,telephone,6,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
40,management,married,high.school,no,no,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,services,married,high.school,no,yes,yes,cellular,6,failure,-1.8,93.075,-47.1,1.405,5099.1,0
27,services,single,high.school,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.855,5191,0
46,technician,married,professional.course,no,no,no,cellular,3,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
26,self-employed,married,university.degree,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
45,services,married,high.school,unknown,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,technician,divorced,professional.course,no,unknown,unknown,cellular,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
35,blue-collar,married,high.school,no,no,yes,cellular,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,management,married,university.degree,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
36,technician,married,professional.course,no,no,no,telephone,9,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
28,technician,single,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27,technician,married,professional.course,no,no,yes,telephone,1,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,0
57,management,married,basic.9y,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
38,blue-collar,married,basic.9y,no,yes,no,cellular,9,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
28,blue-collar,single,basic.9y,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
46,housemaid,married,basic.4y,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
38,admin.,single,high.school,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
46,management,divorced,university.degree,no,unknown,unknown,telephone,2,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,admin.,single,university.degree,unknown,no,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,blue-collar,single,basic.9y,no,yes,yes,cellular,5,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
51,services,divorced,basic.6y,no,no,yes,cellular,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
33,blue-collar,married,basic.9y,no,yes,yes,telephone,1,nonexistent,-0.1,93.2,-42,4.663,5195.8,0
36,management,married,university.degree,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
42,self-employed,married,university.degree,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
52,self-employed,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
42,technician,single,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
34,admin.,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
50,management,married,university.degree,no,no,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
86,retired,married,unknown,unknown,yes,yes,cellular,1,success,-1.1,94.199,-37.5,0.877,4963.6,1
36,technician,single,unknown,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,blue-collar,married,professional.course,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28,blue-collar,divorced,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
54,blue-collar,married,basic.9y,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.859,5191,0
27,blue-collar,married,basic.6y,no,no,no,telephone,9,nonexistent,1.1,93.994,-36.4,4.856,5191,0
24,admin.,single,high.school,unknown,unknown,unknown,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
44,admin.,married,high.school,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.856,5191,0
60,self-employed,married,professional.course,unknown,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
54,management,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
69,services,married,unknown,no,no,no,telephone,2,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0
37,admin.,divorced,university.degree,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
40,services,married,high.school,unknown,no,no,cellular,2,failure,-1.8,92.893,-46.2,1.327,5099.1,0
77,retired,married,high.school,no,yes,no,cellular,7,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1
31,admin.,single,university.degree,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,0
45,technician,divorced,professional.course,no,yes,yes,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,admin.,single,university.degree,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
30,admin.,single,university.degree,no,no,no,cellular,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,1
44,blue-collar,married,basic.4y,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
34,entrepreneur,married,basic.4y,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
68,retired,married,professional.course,no,no,no,cellular,1,failure,-3.4,92.431,-26.9,0.74,5017.5,0
27,technician,single,basic.9y,no,yes,no,telephone,2,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
37,admin.,divorced,university.degree,unknown,yes,no,cellular,7,failure,-1.8,92.893,-46.2,1.281,5099.1,0
54,management,married,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
50,technician,married,professional.course,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
25,student,single,basic.9y,no,no,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
50,blue-collar,married,unknown,unknown,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
28,technician,single,university.degree,no,no,no,cellular,3,success,-1.7,94.215,-40.3,0.876,4991.6,0
38,blue-collar,married,basic.6y,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
23,admin.,single,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
47,management,single,university.degree,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,technician,married,professional.course,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
56,blue-collar,married,basic.4y,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
29,admin.,married,university.degree,no,yes,no,cellular,9,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
40,self-employed,single,university.degree,unknown,yes,yes,cellular,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
31,technician,single,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,admin.,married,university.degree,no,no,no,telephone,1,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1
45,self-employed,married,basic.4y,no,yes,yes,cellular,2,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
43,blue-collar,married,basic.4y,no,yes,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
41,blue-collar,single,basic.4y,unknown,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,7,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
36,blue-collar,married,basic.9y,no,no,no,telephone,8,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
41,blue-collar,married,basic.9y,no,no,no,cellular,3,failure,-1.8,93.075,-47.1,1.405,5099.1,1
30,technician,single,professional.course,no,no,no,cellular,1,success,-1.1,94.199,-37.5,0.877,4963.6,0
29,services,single,high.school,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
53,unknown,married,basic.9y,no,no,yes,cellular,1,failure,-3.4,92.649,-30.1,0.716,5017.5,0
43,technician,married,professional.course,no,yes,no,cellular,3,failure,-0.1,93.2,-42,4.153,5195.8,0
32,admin.,married,high.school,no,yes,no,telephone,7,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
32,admin.,married,university.degree,unknown,unknown,unknown,telephone,56,nonexistent,1.1,93.994,-36.4,4.858,5191,0
43,technician,single,professional.course,no,unknown,unknown,telephone,3,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
35,blue-collar,married,high.school,unknown,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32,admin.,single,university.degree,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
